0,1,N-Z,N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,BETA_DECAYENERGY,dBETA_DECAYENERGY,ATOMICMASS,dATOMICMASS,IsCalculated
2874,,30,120,90,210,Th,14059.521,18.909,7669.0764,0.09,,,210015093.5,20.299,0
2875,0,51,131,80,211,Hg,-390,200,7777,1,5688,205,210999581,215,1
2876,,49,130,81,211,Tl,-6077.999,41.917,7799.7915,0.1987,4415.0129,41.9781,210993475,45,0
2877,,47,129,82,211,Pb,-10493.012,2.26,7817.0079,0.0107,1366.1041,5.4713,210988735.3,2.426,0
2878,,45,128,83,211,Bi,-11859.116,5.442,7819.7745,0.0258,573.3763,5.4297,210987268.7,5.842,0
2879,,43,127,84,211,Po,-12432.492,1.255,7818.7842,0.006,-785.3012,2.5385,210986653.2,1.347,0
2880,,41,126,85,211,At,-11647.191,2.729,7811.3545,0.0129,-2891.8615,6.8937,210987496.2,2.929,0
2881,,39,125,86,211,Rn,-8755.33,6.813,7793.9412,0.0323,-4615.0152,13.7862,210990600.8,7.314,0
2882,,37,124,87,211,Fr,-4140.314,11.991,7768.3613,0.0568,-4972.1844,12.9786,210995555.2,12.872,0
2883,,35,123,88,211,Ra,831.87,4.966,7741.0887,0.0235,-6311.6152,53.9818,211000893,5.331,0
2884,,33,122,89,211,Ac,7143.485,53.753,7707.468,0.2548,-6732.9111,101.4758,211007668.8,57.706,0
2885,,31,121,90,211,Th,13876.396,86.07,7671.8506,0.4079,-8175.8296,110.6091,211014896.9,92.399,0
2886,,29,120,91,211,Pa,22052.226,69.472,7629.3948,0.3293,,,211023674,74.581,0
2887,0,52,132,80,212,Hg,3020,300,7762,1,4571,361,212003242,322,1
2888,,50,131,81,212,Tl,-1551,200,7780,1,5998,200,211998335,215,1
2889,,48,130,82,212,Pb,-7548.929,1.84,7804.3203,0.0087,569.0133,1.8246,211991895.9,1.975,0
2890,,46,129,83,212,Bi,-8117.943,1.853,7803.314,0.0087,2251.4656,1.6671,211991285,1.989,0
2891,,44,128,84,212,Po,-10369.408,1.153,7810.2438,0.0054,-1741.2596,2.1066,211988868,1.237,0
2892,,42,127,85,212,At,-8628.149,2.385,7798.34,0.0113,31.0705,3.5927,211990737.3,2.559,0
2893,,40,126,86,212,Rn,-8659.219,3.11,7794.7963,0.0147,-5143.221,9.3064,211990703.9,3.338,0
2894,,38,125,87,212,Fr,-3515.998,8.775,7766.8455,0.0414,-3317.2355,13.4939,211996225.4,9.419,0
2895,,36,124,88,212,Ra,-198.763,10.254,7747.5078,0.0484,-7498.3626,24.1666,211999786.6,11.007,0
2896,,34,123,89,212,Ac,7299.6,21.883,7708.4479,0.1032,-4811.2864,24.1055,212007836.4,23.492,0
2897,,32,122,90,212,Th,12110.886,10.109,7682.0628,0.0477,-9485.6366,88.1858,212013001.6,10.852,0
2898,,30,121,91,212,Pa,21596.523,87.604,7633.6289,0.4132,,,212023184.8,94.047,0
2899,0,53,133,80,213,Hg,8200,300,7739,1,6416,301,213008803,322,1
2900,,51,132,81,213,Tl,1783.811,27.013,7765.4311,0.1268,4987.4088,27.8941,213001915,29,0
2901,,49,131,82,213,Pb,-3203.598,6.954,7785.1732,0.0326,2028.073,8.3708,212996560.8,7.465,0
2902,,47,130,83,213,Bi,-5231.671,5.082,7791.0217,0.0239,1421.8481,5.4898,212994383.6,5.455,0
2903,,45,129,84,213,Po,-6653.519,3.053,7794.024,0.0143,-73.9972,5.4646,212992857.2,3.277,0
2904,,43,128,85,213,At,-6579.522,4.898,7790.0036,0.023,-883.5727,5.7243,212992936.6,5.258,0
2905,,41,127,86,213,Rn,-5695.949,3.37,7782.1824,0.0158,-2141.7493,5.6996,212993885.1,3.618,0
2906,,39,126,87,213,Fr,-3554.199,4.707,7768.4543,0.0221,-3899.7568,10.8862,212996184.4,5.053,0
2907,,37,125,88,213,Ra,345.557,9.818,7746.4726,0.0461,-5795.4721,15.2463,213000371,10.54,0
2908,,35,124,89,213,Ac,6141.029,11.665,7715.5908,0.0548,-5979.0781,14.8635,213006592.7,12.522,0
2909,,33,123,90,213,Th,12120.108,9.217,7683.847,0.0433,-7534.0866,57.9078,213013011.5,9.895,0
2910,,31,122,91,213,Pa,19654.194,57.17,7644.8027,0.2684,,,213021099.6,61.374,0
2911,0,54,134,80,214,Hg,11770,400,7724,2,5306,445,214012636,429,1
2912,,52,133,81,214,Tl,6465,196,7745,1,6648,196,214006940,210,1
2913,,50,132,82,214,Pb,-183.019,1.969,7772.3955,0.0092,1017.7611,11.2559,213999803.5,2.114,0
2914,,48,131,83,214,Bi,-1200.78,11.209,7773.4955,0.0524,3269.1925,11.1649,213998710.9,12.033,0
2915,,46,130,84,214,Po,-4469.972,1.449,7785.1163,0.0068,-1090.8208,3.775,213995201.3,1.556,0
2916,,44,129,85,214,At,-3379.151,3.982,7776.3632,0.0186,940.5125,9.8827,213996372.3,4.274,0
2917,,42,128,86,214,Rn,-4319.664,9.187,7777.1023,0.0429,-3361.3369,12.4238,213995362.7,9.862,0
2918,,40,127,87,214,Fr,-958.327,8.519,7757.7393,0.0398,-1051.0675,9.9879,213998971.2,9.145,0
2919,,38,126,88,214,Ra,92.74,5.25,7749.1719,0.0245,-6340.5313,14.5317,214000099.6,5.636,0
2920,,36,125,89,214,Ac,6433.272,13.551,7715.8874,0.0633,-4261.6599,17.2389,214006906.4,14.547,0
2921,,34,124,90,214,Th,10694.932,10.661,7692.3173,0.0498,-8764.963,81.9051,214011481.5,11.445,0
2922,,32,123,91,214,Pa,19459.895,81.208,7647.7037,0.3795,,,214020891.1,87.18,0
2923,0,55,135,80,215,Hg,17110,400,7701,2,7079,500,215018368,429,1
2924,,53,134,81,215,Tl,10030,300,7730,1,5688,305,215010768,322,1
2925,,51,133,82,215,Pb,4342.245,52.685,7752.7381,0.245,2712.9729,52.9848,215004661.6,56.56,0
2926,,49,132,83,215,Bi,1629.272,5.624,7761.7177,0.0262,2171.0426,5.5297,215001749.1,6.037,0
2927,,47,131,84,215,Po,-541.771,2.12,7768.1768,0.0099,714.8128,6.6491,214999418.4,2.276,0
2928,,45,130,85,215,At,-1256.583,6.629,7767.8627,0.0308,-87.5935,8.9062,214998651,7.116,0
2929,,43,129,86,215,Rn,-1168.99,6.09,7763.8164,0.0283,-1487.1274,9.189,214998745,6.538,0
2930,,41,128,87,215,Fr,318.137,7.066,7753.2607,0.0329,-2213.8573,9.7691,215000341.5,7.585,0
2931,,39,127,88,215,Ra,2531.995,7.201,7739.3249,0.0335,-3498.5554,14.3395,215002718.2,7.73,0
2932,,37,126,89,215,Ac,6030.55,12.406,7719.4137,0.0577,-4890.8833,13.9296,215006474.1,13.318,0
2933,,35,125,90,215,Th,10921.434,6.335,7693.0266,0.0295,-6883.1037,82.6932,215011724.6,6.8,0
2934,,33,124,91,215,Pa,17804.537,82.45,7657.3733,0.3835,-7084.7747,132.8246,215019114,88.513,0
2935,,31,123,92,215,U,24889.312,104.136,7620.7821,0.4844,,,215026719.8,111.794,0
2936,0,56,136,80,216,Hg,20920,400,7685,2,6050,500,216022459,429,1
2937,,54,135,81,216,Tl,14870,300,7709,1,7361,361,216015964,322,1
2938,,52,134,82,216,Pb,7510,200,7740,1,1636,201,216008062,215,1
2939,,50,133,83,216,Bi,5873.988,11.178,7743.4996,0.0518,4091.652,11.3243,216006306,12,0
2940,,48,132,84,216,Po,1782.336,1.815,7758.8205,0.0084,-474.3423,3.5713,216001913.4,1.948,0
2941,,46,131,85,216,At,2256.678,3.575,7753.0024,0.0166,2003.3657,6.6383,216002422.6,3.837,0
2942,,44,130,86,216,Rn,253.312,5.768,7758.6553,0.0267,-2717.7096,6.9366,216000271.9,6.192,0
2943,,42,129,87,216,Fr,2971.022,4.174,7742.4513,0.0193,-320.4441,8.8904,216003189.5,4.48,0
2944,,40,128,88,216,Ra,3291.466,8.004,7737.3458,0.0371,-4858.2701,12.2147,216003533.5,8.592,0
2945,,38,127,89,216,Ac,8149.736,9.23,7711.2319,0.0427,-2148.8006,14.4375,216008749.1,9.908,0
2946,,36,126,90,216,Th,10298.537,11.104,7697.6617,0.0514,-7525.2616,27.0327,216011055.9,11.92,0
2947,,34,125,91,216,Pa,17823.799,24.647,7659.2006,0.1141,-5242.6308,37.3721,216019134.6,26.459,0
2948,,32,124,92,216,U,23066.429,28.093,7631.3072,0.1301,,,216024762.8,30.158,0
2949,0,55,136,81,217,Tl,18660,400,7693,2,6399,500,217020032,429,1
2950,,53,135,82,217,Pb,12260,300,7719,1,3530,300,217013162,322,1
2951,,51,134,83,217,Bi,8729.963,17.698,7731.8491,0.0816,2846.5103,18.8695,217009372,19,0
2952,,49,133,84,217,Po,5883.452,6.544,7741.3614,0.0302,1488.8543,7.9791,217006316.1,7.025,0
2953,,47,132,85,217,At,4394.598,5.001,7744.6172,0.023,736.032,6.1505,217004717.8,5.368,0
2954,,45,131,86,217,Rn,3658.566,4.198,7744.4037,0.0193,-656.0967,7.5383,217003927.6,4.506,0
2955,,43,130,87,217,Fr,4314.663,6.531,7737.775,0.0301,-1574.8729,9.4723,217004632,7.011,0
2956,,41,129,88,217,Ra,5889.536,7.047,7726.9122,0.0325,-2812.7853,13.2129,217006322.7,7.564,0
2957,,39,128,89,217,Ac,8702.321,11.223,7710.3448,0.0517,-3503.459,15.4454,217009342.3,12.048,0
2958,,37,127,90,217,Th,12205.78,10.614,7690.5945,0.0489,-4848.968,16.3966,217013103.4,11.394,0
2959,,35,126,91,217,Pa,17054.748,12.498,7664.6438,0.0576,-5916,81,217018309,13.417,0
2960,,33,125,92,217,U,22971,81,7634,0,,,217024660,86,1
2961,0,56,137,81,218,Tl,23710,400,7672,2,8081,500,218025454,429,1
2962,,54,136,82,218,Pb,15630,300,7705,1,2414,301,218016779,322,1
2963,,52,135,83,218,Bi,13216.038,27.013,7712.828,0.1239,4859.3866,27.0849,218014188,29,0
2964,,50,134,84,218,Po,8356.652,1.967,7731.53,0.009,256.4334,11.549,218008971.2,2.112,0
2965,,48,133,85,218,At,8100.218,11.503,7729.1175,0.0528,2882.8048,11.6054,218008695.9,12.349,0
2966,,46,132,86,218,Rn,5217.413,2.316,7738.7527,0.0106,-1842.0267,4.4418,218005601.1,2.486,0
2967,,44,131,87,218,Fr,7059.44,4.235,7726.7143,0.0194,413.8838,10.5603,218007578.6,4.546,0
2968,,42,130,88,218,Ra,6645.556,9.807,7725.0241,0.045,-4205.2887,58.4224,218007134.3,10.528,0
2969,,40,129,89,218,Ac,10850.845,57.616,7702.145,0.2643,-1515.9019,58.5648,218011648.9,61.853,0
2970,,38,128,90,218,Th,12366.747,10.516,7691.6026,0.0482,-6282.8212,20.7132,218013276.2,11.289,0
2971,,36,127,91,218,Pa,18649.568,17.846,7659.1935,0.0819,-3245.0869,22.5042,218020021.1,19.158,0
2972,,34,126,92,218,U,21894.655,13.714,7640.7191,0.0629,,,218023504.9,14.722,0
2973,0,55,137,82,219,Pb,20620,400,7684,2,4300,447,219022136,429,1
2974,,53,136,83,219,Bi,16320,200,7700,1,3638,201,219017520,215,1
2975,,51,135,84,219,Po,12681.361,15.835,7713.334,0.0723,2285.3395,16.1628,219013614,17,0
2976,,49,134,85,219,At,10396.021,3.237,7720.197,0.0148,1566.6838,2.9473,219011160.6,3.474,0
2977,,47,133,86,219,Rn,8829.337,2.1,7723.7784,0.0096,212.3984,6.8938,219009478.7,2.254,0
2978,,45,132,87,219,Fr,8616.939,6.874,7721.1759,0.0314,-776.9137,9.5906,219009250.7,7.38,0
2979,,43,131,88,219,Ra,9393.853,6.814,7714.056,0.0311,-2175.7005,51.9016,219010084.7,7.315,0
2980,,41,130,89,219,Ac,11569.553,51.477,7700.5489,0.2351,-2893.2268,76.3627,219012420.4,55.263,0
2981,,39,129,90,219,Th,14462.78,56.46,7683.7655,0.2578,-4120.4434,89.701,219015526.4,60.611,0
2982,,37,128,91,219,Pa,18583.223,69.705,7661.3783,0.3183,-4712.7298,70.9693,219019949.9,74.831,0
2983,,35,127,92,219,U,23295.953,13.338,7636.2867,0.0609,-6140.9976,92.9309,219025009.2,14.319,0
2984,,33,126,93,219,Np,29436.951,91.969,7604.6732,0.4199,,,219031601.9,98.732,0
2985,0,56,138,82,220,Pb,24130,400,7670,2,3171,500,220025905,429,1
2986,,54,137,83,220,Bi,20960,300,7681,1,5696,300,220022501,322,1
2987,,52,136,84,220,Po,15263.462,17.698,7703.2244,0.0804,887.7139,22.5491,220016386,19,0
2988,,50,135,85,220,At,14375.748,13.972,7703.7033,0.0635,3763.755,14.0896,220015433,15,0
2989,,48,134,86,220,Rn,10611.994,1.814,7717.2552,0.0082,-870.3384,4.0256,220011392.4,1.947,0
2990,,46,133,87,220,Fr,11482.332,4.028,7709.743,0.0183,1210.2406,8.4809,220012326.8,4.324,0
2991,,44,132,88,220,Ra,10272.091,7.595,7711.6879,0.0345,-3471.664,9.6266,220011027.5,8.153,0
2992,,42,131,89,220,Ac,13743.755,6.129,7692.3515,0.0279,-945.7825,14.9144,220014754.5,6.579,0
2993,,40,130,90,220,Th,14689.538,13.687,7684.4964,0.0622,-5588.8595,20.0508,220015769.9,14.693,0
2994,,38,129,91,220,Pa,20278.397,14.655,7655.5364,0.0666,-2735,102,220021769.8,15.732,0
2995,,36,128,92,220,U,23013,101,7640,0,-7462,105,220024706,108,1
2996,,34,127,93,220,Np,30475.022,30.718,7602.0758,0.1396,,,220032716.3,32.977,0
2997,0,55,138,83,221,Bi,24200,300,7668,1,4426,301,221025980,322,1
2998,,53,137,84,221,Po,19773.757,19.561,7684.4814,0.0885,2991.0276,24.039,221021228,21,0
2999,,51,136,85,221,At,16782.729,13.972,7694.4754,0.0632,2311.375,15.0957,221018017,15,0
3000,,49,135,86,221,Rn,14471.354,5.714,7701.3941,0.0259,1194.1032,7.2312,221015535.6,6.134,0
3001,,47,134,87,221,Fr,13277.251,4.886,7703.2572,0.0221,313.3741,6.3858,221014253.7,5.245,0
3002,,45,133,88,221,Ra,12963.877,4.63,7701.1352,0.021,-1567.1715,57.0591,221013917.3,4.97,0
3003,,43,132,89,221,Ac,14531.048,56.901,7690.5039,0.2575,-2408.8773,57.4376,221015599.7,61.086,0
3004,,41,131,90,221,Th,16939.926,7.994,7676.064,0.0362,-3435.0112,59.9069,221018185.8,8.582,0
3005,,39,130,91,221,Pa,20374.937,59.38,7656.9809,0.2687,-4145.059,93.4311,221021873.4,63.746,0
3006,,37,129,92,221,U,24519.996,72.135,7634.6849,0.3264,-5390,213,221026323.3,77.44,0
3007,,35,128,93,221,Np,29910,200,7607,1,-6019,361,221032110,215,1
3008,,33,127,94,221,Pu,35930,300,7576,1,,,221038572,322,1
3009,0,56,139,83,222,Bi,28950,300,7648,1,6464,303,222031079,322,1
3010,,54,138,84,222,Po,22486.268,40.054,7674.0054,0.1804,1533.2393,43.0709,222024140,43,0
3011,,52,137,85,222,At,20953.028,15.835,7677.3878,0.0713,4581.0714,15.9542,222022494,17,0
3012,,50,136,86,222,Rn,16371.957,1.944,7694.4991,0.0088,-6.1461,7.7013,222017576,2.086,0
3013,,48,135,87,222,Fr,16378.103,7.452,7690.9474,0.0336,2057.898,8.6816,222017582.6,8,0
3014,,46,134,88,222,Ra,14320.205,4.454,7696.6931,0.0201,-2301.5922,6.2737,222015373.4,4.781,0
3015,,44,133,89,222,Ac,16621.797,4.699,7682.8015,0.0212,-581.2415,11.1289,222017844.2,5.044,0
3016,,42,132,90,222,Th,17203.039,10.216,7676.6592,0.046,-4861.322,87.1915,222018468.2,10.966,0
3017,,40,131,91,222,Pa,22064.361,86.606,7651.2373,0.3901,-2208.4729,101.0129,222023687.1,92.975,0
3018,,38,130,92,222,U,24272.834,51.994,7637.7651,0.2342,-7001.8072,64.43,222026058,55.817,0
3019,,36,129,93,222,Np,31274.641,38.051,7602.7013,0.1714,-3785,302,222033574.7,40.849,0
3020,,34,128,94,222,Pu,35060,300,7582,1,,,222037638,322,1
3021,0,57,140,83,223,Bi,32240,400,7636,2,5161,445,223034611,429,1
3022,,55,139,84,223,Po,27079,196,7655,1,3651,196,223029070,210,1
3023,,53,138,85,223,At,23428.008,13.972,7668.0557,0.0627,3038.2698,16.0129,223025151,15,0
3024,,51,137,86,223,Rn,20389.738,7.822,7678.172,0.0351,2007.4091,8.0568,223021889.3,8.397,0
3025,,49,136,87,223,Fr,18382.329,1.931,7683.6655,0.0087,1149.0844,0.8476,223019734.2,2.073,0
3026,,47,135,88,223,Ra,17233.245,2.09,7685.3101,0.0094,-591.8099,6.9657,223018500.6,2.243,0
3027,,45,134,89,223,Ac,17825.055,6.947,7679.1479,0.0312,-1560.3471,10.4712,223019136,7.457,0
3028,,43,133,90,223,Th,19385.402,7.943,7668.6426,0.0356,-2952.2124,76.0305,223020811.1,8.527,0
3029,,41,132,91,223,Pa,22337.614,75.632,7651.8957,0.3392,-3707.6637,95.9225,223023980.4,81.193,0
3030,,39,131,92,223,U,26045.278,59.054,7631.7611,0.2648,-4613.3046,101.752,223027960.8,63.396,0
3031,,37,130,93,223,Np,30658.583,82.863,7607.5654,0.3716,-5462,311,223032913.3,88.956,0
3032,,35,129,94,223,Pu,36121,300,7580,1,-6579,424,223038777,322,1
3033,,33,128,95,223,Am,42700,300,7547,1,,,223045840,322,1
3034,0,58,141,83,224,Bi,37070,400,7616,2,7159,445,224039796,429,1
3035,,56,140,84,224,Po,29910,196,7644,1,2199,197,224032110,210,1
3036,,54,139,85,224,At,27711.018,22.356,7650.7354,0.0998,5265.9197,24.4153,224029749,24,0
3037,,52,138,86,224,Rn,22445.098,9.814,7670.7514,0.0438,696.484,14.875,224024095.8,10.536,0
3038,,50,137,87,224,Fr,21748.614,11.178,7670.368,0.0499,2922.7819,11.3237,224023348.1,12,0
3039,,48,136,88,224,Ra,18825.832,1.811,7679.9236,0.0081,-1408.3152,4.0869,224020210.4,1.944,0
3040,,46,135,89,224,Ac,20234.148,4.089,7670.1438,0.0183,238.5672,10.3428,224021722.2,4.389,0
3041,,44,134,90,224,Th,19995.581,9.604,7667.7162,0.0429,-3866.7705,12.1339,224021466.1,10.31,0
3042,,42,133,91,224,Pa,23862.351,7.587,7646.9612,0.0339,-1880.3393,16.9711,224025617.3,8.145,0
3043,,40,132,92,224,U,25742.69,15.261,7635.0742,0.0681,-6289.5572,32.7036,224027635.9,16.383,0
3044,,38,131,93,224,Np,32032.248,28.925,7603.5032,0.1291,-3248,301,224034388,31.052,0
3045,,36,130,94,224,Pu,35280,300,7586,1,-7980,500,224037875,322,1
3046,,34,129,95,224,Am,43260,400,7546,2,,,224046442,429,1
3047,0,57,141,84,225,Po,34580,300,7626,1,4280,424,225037123,322,1
3048,,55,140,85,225,At,30300,300,7641,1,3765,300,225032528,322,1
3049,,53,139,86,225,Rn,26534.143,11.14,7654.3581,0.0495,2713.5412,16.3492,225028485.6,11.958,0
3050,,51,138,87,225,Fr,23820.602,11.967,7662.9412,0.0532,1827.5584,12.1574,225025572.5,12.847,0
3051,,49,137,88,225,Ra,21993.044,2.596,7667.5866,0.0115,355.7386,5.0067,225023610.5,2.786,0
3052,,47,136,89,225,Ac,21637.305,4.758,7665.6906,0.0211,-672.8878,6.6576,225023228.6,5.107,0
3053,,45,135,90,225,Th,22310.193,5.093,7659.2229,0.0226,-2046.4473,82.0038,225023951,5.467,0
3054,,43,134,91,225,Pa,24356.64,81.867,7646.6504,0.3639,-3015.361,82.4514,225026147.9,87.887,0
3055,,41,133,92,225,U,27372.001,9.934,7629.7717,0.0442,-4246.0969,92.1491,225029385.1,10.664,0
3056,,39,132,93,225,Np,31618.098,91.618,7607.4231,0.4072,-4682,314,225033943.4,98.355,0
3057,,37,131,94,225,Pu,36300,300,7583,1,-6090,500,225038970,322,1
3058,,35,130,95,225,Am,42390,400,7553,2,,,225045508,429,1
3059,0,58,142,84,226,Po,37549,401,7614,2,2889,500,226040310,430,1
3060,,56,141,85,226,At,34660,300,7624,1,5913,300,226037209,322,1
3061,,54,140,86,226,Rn,28747.194,10.477,7646.4108,0.0464,1226.6542,12.1895,226030861.4,11.247,0
3062,,52,139,87,226,Fr,27520.539,6.23,7648.3768,0.0276,3852.9638,6.5215,226029544.5,6.688,0
3063,,50,138,88,226,Ra,23667.576,1.927,7661.9636,0.0085,-641.6252,3.273,226025408.2,2.068,0
3064,,48,137,89,226,Ac,24309.201,3.1,7655.6628,0.0137,1111.5517,4.5626,226026097,3.327,0
3065,,46,136,90,226,Th,23197.649,4.481,7657.1195,0.0198,-2835.9504,11.9702,226024903.7,4.81,0
3066,,44,135,91,226,Pa,26033.6,11.213,7641.1093,0.0496,-1295.1978,15.6747,226027948.2,12.037,0
3067,,42,134,92,226,U,27328.797,11.071,7631.9166,0.049,-5488.0792,102.6485,226029338.7,11.884,0
3068,,40,133,93,226,Np,32816.877,102.063,7604.1714,0.4516,-2813,225,226035230.4,109.568,0
3069,,38,132,94,226,Pu,35630,200,7588,1,-7340,361,226038250,215,1
3070,,36,131,95,226,Am,42970,300,7552,1,,,226046130,322,1
3071,0,59,143,84,227,Po,42281,401,7596,2,4850,500,227045390,430,1
3072,,57,142,85,227,At,37430,300,7613,1,4544,300,227040183,322,1
3073,,55,141,86,227,Rn,32885.835,14.091,7630.0508,0.0621,3203.3894,15.2755,227035304.4,15.127,0
3074,,53,140,87,227,Fr,29682.445,5.898,7640.7162,0.026,2504.9813,6.2112,227031865.4,6.332,0
3075,,51,139,88,227,Ra,27177.464,1.946,7648.3048,0.0086,1327.9489,2.2622,227029176.2,2.089,0
3076,,49,138,89,227,Ac,25849.515,1.926,7650.7084,0.0085,44.7559,0.8297,227027750.6,2.068,0
3077,,47,137,90,227,Th,25804.759,2.088,7647.4591,0.0092,-1025.6117,7.2815,227027702.5,2.241,0
3078,,45,136,91,227,Pa,26830.371,7.263,7639.4945,0.032,-2214.6629,11.1118,227028803.6,7.797,0
3079,,43,135,92,227,U,29045.034,8.51,7626.2918,0.0375,-3533.9848,77.4417,227031181.1,9.136,0
3080,,41,134,93,227,Np,32579.018,76.989,7607.2771,0.3392,-4191,126,227034975,82.651,0
3081,,39,133,94,227,Pu,36770,100,7585,0,-5410,224,227039474,107,1
3082,,37,132,95,227,Am,42180,200,7558,1,,,227045282,215,1
3083,0,58,143,85,228,At,41880,400,7596,2,6637,400,228044960,429,1
3084,,56,142,86,228,Rn,35243.466,17.677,7621.6457,0.0775,1859.2451,18.9157,228037835.4,18.977,0
3085,,54,141,87,228,Fr,33384.221,6.732,7626.3689,0.0295,4444.027,7.021,228035839.4,7.226,0
3086,,52,140,88,228,Ra,28940.194,1.995,7642.4289,0.0088,45.5402,0.6344,228031068.6,2.141,0
3087,,50,139,89,228,Ac,28894.654,2.093,7639.1973,0.0092,2123.7545,2.6446,228031019.7,2.247,0
3088,,48,138,90,228,Th,26770.899,1.806,7645.0807,0.0079,-2152.6993,4.3399,228028739.7,1.938,0
3089,,46,137,91,228,Pa,28923.599,4.34,7632.2076,0.019,-296.402,14.0858,228031050.8,4.659,0
3090,,44,136,92,228,U,29220.001,13.474,7627.4763,0.0591,-4605,101,228031369,14.465,0
3091,,42,135,93,228,Np,33825,100,7604,0,-2283,103,228036313,108,1
3092,,40,134,94,228,Pu,36107.809,23.352,7590.4039,0.1024,-6742,202,228038763.3,25.069,0
3093,,38,133,95,228,Am,42850,200,7557,1,,,228046001,215,1
3094,0,59,144,85,229,At,44890,400,7585,2,5527,400,229048191,429,1
3095,,57,143,86,229,Rn,39362.4,13.041,7605.6227,0.0569,3694.1465,13.967,229042257.3,14,0
3096,,55,142,87,229,Fr,35668.253,5.001,7618.338,0.0218,3106.2907,16.2305,229038291.4,5.368,0
3097,,53,141,88,229,Ra,32561.963,15.441,7628.4862,0.0674,1872.0266,19.6229,229034956.7,16.576,0
3098,,51,140,89,229,Ac,30689.936,12.109,7633.2446,0.0529,1104.4191,12.3458,229032947,13,0
3099,,49,139,90,229,Th,29585.517,2.404,7634.651,0.0105,-311.331,3.7152,229031761.4,2.581,0
3100,,47,138,91,229,Pa,29896.848,3.28,7629.8752,0.0143,-1313.7716,6.6554,229032095.6,3.521,0
3101,,45,137,92,229,U,31210.62,5.938,7620.7218,0.0259,-2590.7577,101.3342,229033506,6.374,0
3102,,43,136,93,229,Np,33801.378,101.177,7605.9921,0.4418,-3593.5462,117.9433,229036287.3,108.618,0
3103,,41,135,94,229,Pu,37394.924,60.633,7586.8834,0.2648,-4785.4899,122.4147,229040145.1,65.092,0
3104,,39,134,95,229,Am,42180.414,106.348,7562.5697,0.4644,,,229045282.5,114.169,0
3105,0,58,144,86,230,Rn,42170,200,7595,1,2683,200,230045271,215,1
3106,,56,143,87,230,Fr,39486.769,6.541,7603.7052,0.0284,4970.4627,12.1984,230042390.8,7.022,0
3107,,54,142,88,230,Ra,34516.306,10.296,7621.9144,0.0448,677.9196,18.8884,230037054.8,11.053,0
3108,,52,141,89,230,Ac,33838.386,15.835,7621.4604,0.0689,2975.8745,15.8815,230036327,17,0
3109,,50,140,90,230,Th,30862.512,1.209,7630.9974,0.0053,-1311.0313,2.8334,230033132.3,1.297,0
3110,,48,139,91,230,Pa,32173.543,3.038,7621.8958,0.0132,558.5262,4.5919,230034539.7,3.261,0
3111,,46,138,92,230,U,31615.017,4.509,7620.9227,0.0196,-3621.5986,55.1683,230033940.1,4.841,0
3112,,44,137,93,230,Np,35236.615,55.007,7601.7751,0.2392,-1695.5543,56.8505,230037828.1,59.051,0
3113,,42,136,94,230,Pu,36932.17,14.451,7591.0016,0.0628,-5940,144,230039648.3,15.514,0
3114,,40,135,95,230,Am,42872,143,7562,1,,,230046025,153,1
3115,0,59,145,86,231,Rn,46550,300,7579,1,4469,300,231049973,322,1
3116,,57,144,87,231,Fr,42080.575,7.731,7594.5009,0.0335,3864.0868,13.7495,231045175.4,8.3,0
3117,,55,143,88,231,Ra,38216.488,11.37,7607.8418,0.0492,2453.6351,17.3014,231041027.1,12.206,0
3118,,53,142,89,231,Ac,35762.853,13.041,7615.0768,0.0565,1947.0425,13.0976,231038393,14,0
3119,,51,141,90,231,Th,33815.811,1.217,7620.1188,0.0053,391.4727,1.4598,231036302.8,1.306,0
3120,,49,140,91,231,Pa,33424.338,1.771,7618.4267,0.0077,-381.6138,2.0325,231035882.5,1.901,0
3121,,47,139,92,231,U,33805.952,2.67,7613.3879,0.0116,-1817.7347,51.1839,231036292.2,2.866,0
3122,,45,138,93,231,Np,35623.686,51.154,7602.1321,0.2214,-2684.8905,55.6931,231038243.6,54.916,0
3123,,43,137,94,231,Pu,38308.577,22.061,7587.1224,0.0955,-4101,301,231041125.9,23.683,0
3124,,41,136,95,231,Am,42410,300,7566,1,-4860,424,231045529,322,1
3125,,39,135,96,231,Cm,47270,300,7542,1,,,231050746,322,1
3126,0,58,145,87,232,Fr,46072.834,13.972,7579.3481,0.0602,5575.8791,16.7023,232049461.2,15,0
3127,,56,144,88,232,Ra,40496.955,9.151,7600.0099,0.0394,1342.5322,15.9313,232043475.3,9.823,0
3128,,54,143,89,232,Ac,39154.423,13.041,7602.4245,0.0562,3707.7131,13.1181,232042034,14,0
3129,,52,142,90,232,Th,35446.71,1.421,7615.0338,0.0061,-499.8388,7.7338,232038053.6,1.525,0
3130,,50,141,91,232,Pa,35946.549,7.645,7609.5072,0.033,1337.1034,7.4278,232038590.2,8.206,0
3131,,48,140,92,232,U,34609.445,1.808,7611.8984,0.0078,-2750,100,232037154.8,1.941,0
3132,,46,139,93,232,Np,37359,100,7597,0,-1001,101,232040107,107,1
3133,,44,138,94,232,Pu,38360.915,16.885,7588.9839,0.0728,-5059,300,232041182.1,18.126,0
3134,,42,137,95,232,Am,43420,300,7564,1,-2913,361,232046613,322,1
